   Coefficients of polinom: T=K1+K2*(1000.0/R)+...+K7*[(1000.0/R)]**6+... 
__________________________________________________________________________

K1 = 26.350046379928244300
K2 = -357.387864133808762000
K3 = 2077.768164981156590000
K4 = -5790.040397420525550000
K5 = 8458.752362117171290000
K6 = -5648.425186641514300000
K7 = 1728.627353053539990000
__________________________

Òermometr ¹ 8 (D-4-8)
 
Measured   R,Ohm 4092.559 3653.116 3290.760 3037.517 2852.279 2710.426 
Measured   T,K      4.203    5.001    5.997    6.999    8.004    9.011 
Calculated T,K      4.209    4.988    5.993    7.011    8.018    9.016 
Error     DT,mK     5.647  -13.275   -3.541   12.244   14.389    4.897 
__________________________________________________________________________

Measured   R,Ohm 2600.061 2428.287 2252.372 2129.975 2066.817 1945.227 
Measured   T,K      9.997   11.998   14.990   17.995   19.980   24.962 
Calculated T,K      9.984   11.980   14.986   18.000   19.987   24.982 
Error     DT,mK   -12.653  -17.695   -3.679    5.018    6.874   20.469 
__________________________________________________________________________

Measured   R,Ohm 1857.115 1489.359 1114.313 
Measured   T,K     29.951   77.213  295.820 
Calculated T,K     29.932   77.214  295.820 
Error     DT,mK   -19.455    0.774   -0.016 
__________________________________________________________________________

    R,Ohm   T,K      R,Ohm   T,K      R,Ohm   T,K      R,Ohm   T,K     

  4200.00   4.071    4100.00   4.199    4000.00   4.342    3900.00   4.503
  4195.00   4.077    4095.00   4.205    3995.00   4.350    3895.00   4.512
  4190.00   4.083    4090.00   4.212    3990.00   4.358    3890.00   4.520
  4185.00   4.089    4085.00   4.219    3985.00   4.365    3885.00   4.529
  4180.00   4.095    4080.00   4.226    3980.00   4.373    3880.00   4.538
  4175.00   4.101    4075.00   4.233    3975.00   4.381    3875.00   4.547
  4170.00   4.108    4070.00   4.240    3970.00   4.389    3870.00   4.555
  4165.00   4.114    4065.00   4.247    3965.00   4.397    3865.00   4.564
  4160.00   4.120    4060.00   4.254    3960.00   4.404    3860.00   4.573
  4155.00   4.126    4055.00   4.261    3955.00   4.412    3855.00   4.582
  4150.00   4.133    4050.00   4.268    3950.00   4.420    3850.00   4.591
  4145.00   4.139    4045.00   4.275    3945.00   4.429    3845.00   4.600
  4140.00   4.146    4040.00   4.283    3940.00   4.437    3840.00   4.609
  4135.00   4.152    4035.00   4.290    3935.00   4.445    3835.00   4.618
  4130.00   4.159    4030.00   4.297    3930.00   4.453    3830.00   4.627
  4125.00   4.165    4025.00   4.305    3925.00   4.461    3825.00   4.637
  4120.00   4.172    4020.00   4.312    3920.00   4.470    3820.00   4.646
  4115.00   4.178    4015.00   4.320    3915.00   4.478    3815.00   4.655
