   Coefficients of polinom: T=K1+K2*(1000.0/R)+...+K7*[(1000.0/R)]**6+... 
__________________________________________________________________________

K1 = 20.679421968088718100
K2 = -280.888861436396837000
K3 = 1671.654556442052130000
K4 = -4675.643779978156090000
K5 = 6806.919326968491080000
K6 = -4345.597476951777940000
K7 = 1304.663520189002160000
__________________________

Òermometr ¹ 6 (D-4-6)
 
Measured   R,Ohm 4227.674 3762.201 3379.671 3112.899 2918.149 2769.470 
Measured   T,K      4.203    5.001    5.997    6.999    8.004    9.011 
Calculated T,K      4.208    4.989    5.993    7.010    8.018    9.015 
Error     DT,mK     5.139  -11.775   -3.973   11.123   13.928    4.318 
__________________________________________________________________________

Measured   R,Ohm 2653.799 2474.281 2290.914 2163.630 2098.128 1971.940 
Measured   T,K      9.997   11.998   14.990   17.995   19.980   24.962 
Calculated T,K      9.985   11.982   14.987   18.000   19.983   24.984 
Error     DT,mK   -11.794  -16.075   -2.556    4.814    3.298   21.756 
__________________________________________________________________________

Measured   R,Ohm 1880.837 1502.798 1119.806 
Measured   T,K     29.951   77.213  295.820 
Calculated T,K     29.932   77.214  295.820 
Error     DT,mK   -18.903    0.714   -0.015 
__________________________________________________________________________

    R,Ohm   T,K      R,Ohm   T,K      R,Ohm   T,K      R,Ohm   T,K     

  4400.00   4.004    4300.00   4.118    4200.00   4.245    4100.00   4.386
  4395.00   4.009    4295.00   4.124    4195.00   4.251    4095.00   4.393
  4390.00   4.015    4290.00   4.130    4190.00   4.258    4090.00   4.401
  4385.00   4.020    4285.00   4.136    4185.00   4.265    4085.00   4.408
  4380.00   4.026    4280.00   4.142    4180.00   4.272    4080.00   4.416
  4375.00   4.031    4275.00   4.148    4175.00   4.279    4075.00   4.424
  4370.00   4.037    4270.00   4.154    4170.00   4.285    4070.00   4.431
  4365.00   4.042    4265.00   4.161    4165.00   4.292    4065.00   4.439
  4360.00   4.048    4260.00   4.167    4160.00   4.299    4060.00   4.447
  4355.00   4.054    4255.00   4.173    4155.00   4.306    4055.00   4.455
  4350.00   4.059    4250.00   4.179    4150.00   4.313    4050.00   4.462
  4345.00   4.065    4245.00   4.186    4145.00   4.321    4045.00   4.470
  4340.00   4.071    4240.00   4.192    4140.00   4.328    4040.00   4.478
  4335.00   4.076    4235.00   4.199    4135.00   4.335    4035.00   4.486
  4330.00   4.082    4230.00   4.205    4130.00   4.342    4030.00   4.494
  4325.00   4.088    4225.00   4.212    4125.00   4.349    4025.00   4.502
  4320.00   4.094    4220.00   4.218    4120.00   4.357    4020.00   4.510
  4315.00   4.100    4215.00   4.225    4115.00   4.364    4015.00   4.518
  4310.00   4.106    4210.00   4.231    4110.00   4.371    4010.00   4.527
  4305.00   4.112    4205.00   4.238    4105.00   4.379    4005.00   4.535

  4000.00   4.543    3720.00   5.081    3440.00   5.805    3160.00   6.805
  3995.00   4.551    3715.00   5.092    3435.00   5.820    3155.00   6.826
  3990.00   4.560    3710.00   5.103    3430.00   5.835    3150.00   6.847
  3985.00   4.568    3705.00   5.114    3425.00   5.851    3145.00   6.869
  3980.00   4.576    3700.00   5.125    3420.00   5.866    3140.00   6.890
  3975.00   4.585    3695.00   5.137    3415.00   5.881    3135.00   6.912
  3970.00   4.593    3690.00   5.148    3410.00   5.897    3130.00   6.934
  3965.00   4.602    3685.00   5.160    3405.00   5.913    3125.00   6.956
  3960.00   4.611    3680.00   5.171    3400.00   5.928    3120.00   6.978
  3955.00   4.619    3675.00   5.183    3395.00   5.944    3115.00   7.001
  3950.00   4.628    3670.00   5.194    3390.00   5.960    3110.00   7.023
  3945.00   4.637    3665.00   5.206    3385.00   5.976    3105.00   7.046
  3940.00   4.645    3660.00   5.218    3380.00   5.992    3100.00   7.069
  3935.00   4.654    3655.00   5.230    3375.00   6.008    3095.00   7.092
  3930.00   4.663    3650.00   5.242    3370.00   6.024    3090.00   7.115
  3925.00   4.672    3645.00   5.254    3365.00   6.041    3085.00   7.138
  3920.00   4.681    3640.00   5.266    3360.00   6.057    3080.00   7.162
  3915.00   4.690    3635.00   5.278    3355.00   6.074    3075.00   7.185
  3910.00   4.699    3630.00   5.290    3350.00   6.090    3070.00   7.209
  3905.00   4.708    3625.00   5.302    3345.00   6.107    3065.00   7.233
  3900.00   4.717    3620.00   5.314    3340.00   6.124    3060.00   7.257
  3895.00   4.726    3615.00   5.327    3335.00   6.141    3055.00   7.281
  3890.00   4.736    3610.00   5.339    3330.00   6.158    3050.00   7.306
  3885.00   4.745    3605.00   5.352    3325.00   6.175    3045.00   7.330
  3880.00   4.754    3600.00   5.364    3320.00   6.192    3040.00   7.355
  3875.00   4.764    3595.00   5.377    3315.00   6.210    3035.00   7.380
  3870.00   4.773    3590.00   5.390    3310.00   6.227    3030.00   7.405
  3865.00   4.783    3585.00   5.402    3305.00   6.245    3025.00   7.430
  3860.00   4.792    3580.00   5.415    3300.00   6.262    3020.00   7.456
  3855.00   4.802    3575.00   5.428    3295.00   6.280    3015.00   7.482
  3850.00   4.811    3570.00   5.441    3290.00   6.298    3010.00   7.508
  3845.00   4.821    3565.00   5.454    3285.00   6.316    3005.00   7.534
  3840.00   4.831    3560.00   5.467    3280.00   6.334    3000.00   7.560
  3835.00   4.841    3555.00   5.481    3275.00   6.353    2995.00   7.586
  3830.00   4.851    3550.00   5.494    3270.00   6.371    2990.00   7.613
  3825.00   4.860    3545.00   5.507    3265.00   6.389    2985.00   7.640
  3820.00   4.870    3540.00   5.521    3260.00   6.408    2980.00   7.667
  3815.00   4.880    3535.00   5.534    3255.00   6.427    2975.00   7.694
  3810.00   4.890    3530.00   5.548    3250.00   6.445    2970.00   7.721
  3805.00   4.901    3525.00   5.561    3245.00   6.464    2965.00   7.749
  3800.00   4.911    3520.00   5.575    3240.00   6.483    2960.00   7.777
  3795.00   4.921    3515.00   5.589    3235.00   6.502    2955.00   7.805
  3790.00   4.931    3510.00   5.603    3230.00   6.522    2950.00   7.833
  3785.00   4.941    3505.00   5.617    3225.00   6.541    2945.00   7.861
  3780.00   4.952    3500.00   5.631    3220.00   6.561    2940.00   7.890
  3775.00   4.962    3495.00   5.645    3215.00   6.580    2935.00   7.919
  3770.00   4.973    3490.00   5.659    3210.00   6.600    2930.00   7.948
  3765.00   4.983    3485.00   5.673    3205.00   6.620    2925.00   7.977
  3760.00   4.994    3480.00   5.687    3200.00   6.640    2920.00   8.007
  3755.00   5.005    3475.00   5.702    3195.00   6.660    2915.00   8.037
  3750.00   5.015    3470.00   5.716    3190.00   6.680    2910.00   8.067
  3745.00   5.026    3465.00   5.731    3185.00   6.701    2905.00   8.097
  3740.00   5.037    3460.00   5.746    3180.00   6.721    2900.00   8.127
  3735.00   5.048    3455.00   5.760    3175.00   6.742    2895.00   8.158
  3730.00   5.059    3450.00   5.775    3170.00   6.763    2890.00   8.189
