   Coefficients of polinom: T=K1+K2*(1000.0/R)+...+K7*[(1000.0/R)]**6+... 
__________________________________________________________________________

K1 = 20.034126646438380700
K2 = -271.936891982797533000
K3 = 1622.601430540904400000
K4 = -4532.916178494691850000
K5 = 6562.006346352398400000
K6 = -4073.509919449687000000
K7 = 1146.896953169256450000
__________________________

Òermometr ¹ 5 (D-4-5)
 
Measured   R,Ohm 4245.756 3777.286 3392.109 3123.740 2928.038 2778.362 
Measured   T,K      4.203    5.001    5.997    6.999    8.004    9.011 
Calculated T,K      4.208    4.989    5.993    7.010    8.018    9.016 
Error     DT,mK     5.272  -12.092   -3.930   11.408   13.529    4.955 
__________________________________________________________________________

Measured   R,Ohm 2662.090 2481.423 2296.656 2168.423 2102.123 1974.936 
Measured   T,K      9.997   11.998   14.990   17.995   19.980   24.962 
Calculated T,K      9.985   11.982   14.988   17.997   19.987   24.981 
Error     DT,mK   -11.855  -16.475   -2.355    2.240    7.430   18.925 
__________________________________________________________________________

Measured   R,Ohm 1882.835 1500.250 1110.068 
Measured   T,K     29.951   77.213  295.820 
Calculated T,K     29.933   77.214  295.820 
Error     DT,mK   -17.718    0.678   -0.013 
__________________________________________________________________________

    R,Ohm   T,K      R,Ohm   T,K      R,Ohm   T,K      R,Ohm   T,K     

  4400.00   4.025    4300.00   4.140    4200.00   4.269    4100.00   4.412
  4395.00   4.030    4295.00   4.146    4195.00   4.276    4095.00   4.419
  4390.00   4.036    4290.00   4.152    4190.00   4.282    4090.00   4.427
  4385.00   4.041    4285.00   4.159    4185.00   4.289    4085.00   4.435
  4380.00   4.047    4280.00   4.165    4180.00   4.296    4080.00   4.442
  4375.00   4.052    4275.00   4.171    4175.00   4.303    4075.00   4.450
  4370.00   4.058    4270.00   4.177    4170.00   4.310    4070.00   4.458
  4365.00   4.064    4265.00   4.184    4165.00   4.317    4065.00   4.465
  4360.00   4.069    4260.00   4.190    4160.00   4.324    4060.00   4.473
  4355.00   4.075    4255.00   4.196    4155.00   4.331    4055.00   4.481
  4350.00   4.081    4250.00   4.203    4150.00   4.338    4050.00   4.489
  4345.00   4.087    4245.00   4.209    4145.00   4.346    4045.00   4.497
  4340.00   4.092    4240.00   4.216    4140.00   4.353    4040.00   4.505
  4335.00   4.098    4235.00   4.222    4135.00   4.360    4035.00   4.513
  4330.00   4.104    4230.00   4.229    4130.00   4.367    4030.00   4.521
  4325.00   4.110    4225.00   4.235    4125.00   4.375    4025.00   4.529
  4320.00   4.116    4220.00   4.242    4120.00   4.382    4020.00   4.537
  4315.00   4.122    4215.00   4.249    4115.00   4.389    4015.00   4.546
  4310.00   4.128    4210.00   4.255    4110.00   4.397    4010.00   4.554
  4305.00   4.134    4205.00   4.262    4105.00   4.404    4005.00   4.562

  4000.00   4.570    3720.00   5.113    3440.00   5.844    3160.00   6.852
  3995.00   4.579    3715.00   5.124    3435.00   5.859    3155.00   6.873
  3990.00   4.587    3710.00   5.136    3430.00   5.874    3150.00   6.895
  3985.00   4.596    3705.00   5.147    3425.00   5.890    3145.00   6.917
  3980.00   4.604    3700.00   5.158    3420.00   5.905    3140.00   6.938
  3975.00   4.613    3695.00   5.170    3415.00   5.921    3135.00   6.960
  3970.00   4.621    3690.00   5.181    3410.00   5.936    3130.00   6.983
  3965.00   4.630    3685.00   5.193    3405.00   5.952    3125.00   7.005
  3960.00   4.639    3680.00   5.204    3400.00   5.968    3120.00   7.027
  3955.00   4.647    3675.00   5.216    3395.00   5.984    3115.00   7.050
  3950.00   4.656    3670.00   5.228    3390.00   6.000    3110.00   7.072
  3945.00   4.665    3665.00   5.240    3385.00   6.016    3105.00   7.095
  3940.00   4.674    3660.00   5.252    3380.00   6.032    3100.00   7.118
  3935.00   4.683    3655.00   5.264    3375.00   6.048    3095.00   7.142
  3930.00   4.692    3650.00   5.276    3370.00   6.065    3090.00   7.165
  3925.00   4.701    3645.00   5.288    3365.00   6.081    3085.00   7.188
  3920.00   4.710    3640.00   5.300    3360.00   6.098    3080.00   7.212
  3915.00   4.719    3635.00   5.312    3355.00   6.115    3075.00   7.236
  3910.00   4.728    3630.00   5.324    3350.00   6.131    3070.00   7.260
  3905.00   4.737    3625.00   5.337    3345.00   6.148    3065.00   7.284
  3900.00   4.746    3620.00   5.349    3340.00   6.165    3060.00   7.308
  3895.00   4.756    3615.00   5.361    3335.00   6.182    3055.00   7.333
  3890.00   4.765    3610.00   5.374    3330.00   6.200    3050.00   7.358
  3885.00   4.774    3605.00   5.387    3325.00   6.217    3045.00   7.382
  3880.00   4.784    3600.00   5.399    3320.00   6.234    3040.00   7.407
  3875.00   4.793    3595.00   5.412    3315.00   6.252    3035.00   7.433
  3870.00   4.803    3590.00   5.425    3310.00   6.269    3030.00   7.458
  3865.00   4.812    3585.00   5.438    3305.00   6.287    3025.00   7.483
  3860.00   4.822    3580.00   5.451    3300.00   6.305    3020.00   7.509
  3855.00   4.832    3575.00   5.464    3295.00   6.323    3015.00   7.535
  3850.00   4.842    3570.00   5.477    3290.00   6.341    3010.00   7.561
  3845.00   4.851    3565.00   5.490    3285.00   6.359    3005.00   7.588
  3840.00   4.861    3560.00   5.503    3280.00   6.377    3000.00   7.614
  3835.00   4.871    3555.00   5.516    3275.00   6.396    2995.00   7.641
  3830.00   4.881    3550.00   5.530    3270.00   6.414    2990.00   7.668
  3825.00   4.891    3545.00   5.543    3265.00   6.433    2985.00   7.695
  3820.00   4.901    3540.00   5.557    3260.00   6.452    2980.00   7.722
  3815.00   4.911    3535.00   5.570    3255.00   6.470    2975.00   7.749
  3810.00   4.921    3530.00   5.584    3250.00   6.489    2970.00   7.777
  3805.00   4.931    3525.00   5.598    3245.00   6.509    2965.00   7.805
  3800.00   4.942    3520.00   5.612    3240.00   6.528    2960.00   7.833
  3795.00   4.952    3515.00   5.626    3235.00   6.547    2955.00   7.861
  3790.00   4.962    3510.00   5.639    3230.00   6.566    2950.00   7.890
  3785.00   4.973    3505.00   5.654    3225.00   6.586    2945.00   7.918
  3780.00   4.983    3500.00   5.668    3220.00   6.606    2940.00   7.947
  3775.00   4.994    3495.00   5.682    3215.00   6.626    2935.00   7.977
  3770.00   5.004    3490.00   5.696    3210.00   6.645    2930.00   8.006
  3765.00   5.015    3485.00   5.711    3205.00   6.666    2925.00   8.036
  3760.00   5.026    3480.00   5.725    3200.00   6.686    2920.00   8.065
  3755.00   5.036    3475.00   5.740    3195.00   6.706    2915.00   8.095
  3750.00   5.047    3470.00   5.754    3190.00   6.726    2910.00   8.126
  3745.00   5.058    3465.00   5.769    3185.00   6.747    2905.00   8.156
  3740.00   5.069    3460.00   5.784    3180.00   6.768    2900.00   8.187
  3735.00   5.080    3455.00   5.799    3175.00   6.789    2895.00   8.218
  3730.00   5.091    3450.00   5.814    3170.00   6.810    2890.00   8.249
  3725.00   5.102    3445.00   5.829    3165.00   6.831    2885.00   8.281

  2880.00   8.312    2600.00  10.593    2320.00  14.534    2040.00  22.205
  2875.00   8.344    2595.00  10.645    2315.00  14.629    2035.00  22.400
  2870.00   8.377    2590.00  10.698    2310.00  14.725    2030.00  22.599
  2865.00   8.409    2585.00  10.751    2305.00  14.823    2025.00  22.800
  2860.00   8.442    2580.00  10.805    2300.00  14.921    2020.00  23.004
  2855.00   8.475    2575.00  10.859    2295.00  15.021    2015.00  23.211
  2850.00   8.508    2570.00  10.914    2290.00  15.122    2010.00  23.421
  2845.00   8.542    2565.00  10.969    2285.00  15.224    2005.00  23.634
  2840.00   8.575    2560.00  11.025    2280.00  15.327    2000.00  23.850
  2835.00   8.610    2555.00  11.082    2275.00  15.431    1995.00  24.069
  2830.00   8.644    2550.00  11.139    2270.00  15.537    1990.00  24.291
  2825.00   8.679    2545.00  11.196    2265.00  15.644    1985.00  24.517
  2820.00   8.714    2540.00  11.254    2260.00  15.753    1980.00  24.746
  2815.00   8.749    2535.00  11.313    2255.00  15.862    1975.00  24.978
  2810.00   8.784    2530.00  11.372    2250.00  15.974    1970.00  25.213
  2805.00   8.820    2525.00  11.432    2245.00  16.086    1965.00  25.452
  2800.00   8.856    2520.00  11.493    2240.00  16.200    1960.00  25.695
  2795.00   8.893    2515.00  11.554    2235.00  16.315    1955.00  25.941
  2790.00   8.929    2510.00  11.616    2230.00  16.432    1950.00  26.191
  2785.00   8.966    2505.00  11.678    2225.00  16.550    1945.00  26.444
  2780.00   9.004    2500.00  11.741    2220.00  16.670    1940.00  26.702
  2775.00   9.041    2495.00  11.805    2215.00  16.791    1935.00  26.963
  2770.00   9.079    2490.00  11.869    2210.00  16.914    1930.00  27.228
  2765.00   9.118    2485.00  11.935    2205.00  17.038    1925.00  27.497
  2760.00   9.156    2480.00  12.000    2200.00  17.164    1920.00  27.770
  2755.00   9.195    2475.00  12.067    2195.00  17.291    1915.00  28.047
  2750.00   9.234    2470.00  12.134    2190.00  17.421    1910.00  28.328
  2745.00   9.274    2465.00  12.202    2185.00  17.551    1905.00  28.614
  2740.00   9.314    2460.00  12.271    2180.00  17.684    1900.00  28.904
