   Coefficients of polinom: T=K1+K2*(1000.0/R)+...+K7*[(1000.0/R)]**6+... 
__________________________________________________________________________

K1 = 10.788276050720014600
K2 = -139.445897187106311000
K3 = 894.974189735017717000
K4 = -2546.036676153540610000
K5 = 3904.743169900029900000
K6 = -2570.749819226562980000
K7 = 835.301562063395977000
__________________________

Òermometr ¹ 17 (D-4-17)
 
Measured   R,Ohm 4567.534 4021.279 3573.577 3263.563 3038.755 2867.327 
Measured   T,K      4.203    5.001    5.997    6.999    8.004    9.011 
Calculated T,K      4.209    4.988    5.992    7.010    8.018    9.017 
Error     DT,mK     5.851  -12.509   -5.245   11.417   14.242    5.789 
__________________________________________________________________________

Measured   R,Ohm 2734.506 2528.117 2318.572 2173.916 2099.776 1958.458 
Measured   T,K      9.997   11.998   14.990   17.995   19.980   24.962 
Calculated T,K      9.985   11.983   14.986   17.998   19.985   24.982 
Error     DT,mK   -12.152  -14.557   -4.274    2.728    5.358   20.227 
__________________________________________________________________________

Measured   R,Ohm 1857.364 1450.290 1062.375 
Measured   T,K     29.951   77.213  295.820 
Calculated T,K     29.934   77.214  295.820 
Error     DT,mK   -17.494    0.631   -0.013 
__________________________________________________________________________

    R,Ohm   T,K      R,Ohm   T,K      R,Ohm   T,K      R,Ohm   T,K     

  4700.00   4.070    4600.00   4.173    4500.00   4.286    4400.00   4.410
  4695.00   4.075    4595.00   4.179    4495.00   4.292    4395.00   4.416
  4690.00   4.080    4590.00   4.184    4490.00   4.298    4390.00   4.423
  4685.00   4.085    4585.00   4.190    4485.00   4.304    4385.00   4.429
  4680.00   4.090    4580.00   4.195    4480.00   4.310    4380.00   4.436
  4675.00   4.095    4575.00   4.201    4475.00   4.316    4375.00   4.442
  4670.00   4.100    4570.00   4.206    4470.00   4.322    4370.00   4.449
  4665.00   4.105    4565.00   4.212    4465.00   4.328    4365.00   4.455
  4660.00   4.110    4560.00   4.217    4460.00   4.334    4360.00   4.462
  4655.00   4.115    4555.00   4.223    4455.00   4.340    4355.00   4.469
  4650.00   4.120    4550.00   4.229    4450.00   4.347    4350.00   4.475
  4645.00   4.125    4545.00   4.234    4445.00   4.353    4345.00   4.482
  4640.00   4.131    4540.00   4.240    4440.00   4.359    4340.00   4.489
  4635.00   4.136    4535.00   4.246    4435.00   4.365    4335.00   4.496
  4630.00   4.141    4530.00   4.251    4430.00   4.371    4330.00   4.503
  4625.00   4.146    4525.00   4.257    4425.00   4.378    4325.00   4.509
  4620.00   4.152    4520.00   4.263    4420.00   4.384    4320.00   4.516
  4615.00   4.157    4515.00   4.269    4415.00   4.390    4315.00   4.523
  4610.00   4.162    4510.00   4.275    4410.00   4.397    4310.00   4.530
  4605.00   4.168    4505.00   4.280    4405.00   4.403    4305.00   4.537

  4300.00   4.544    4020.00   4.991    3740.00   5.567    3460.00   6.326
  4295.00   4.551    4015.00   5.000    3735.00   5.579    3455.00   6.341
  4290.00   4.558    4010.00   5.009    3730.00   5.591    3450.00   6.357
  4285.00   4.565    4005.00   5.018    3725.00   5.603    3445.00   6.373
  4280.00   4.573    4000.00   5.027    3720.00   5.615    3440.00   6.389
  4275.00   4.580    3995.00   5.036    3715.00   5.627    3435.00   6.405
  4270.00   4.587    3990.00   5.046    3710.00   5.639    3430.00   6.421
  4265.00   4.594    3985.00   5.055    3705.00   5.651    3425.00   6.437
  4260.00   4.601    3980.00   5.064    3700.00   5.663    3420.00   6.453
  4255.00   4.609    3975.00   5.074    3695.00   5.675    3415.00   6.470
  4250.00   4.616    3970.00   5.083    3690.00   5.688    3410.00   6.486
  4245.00   4.623    3965.00   5.093    3685.00   5.700    3405.00   6.502
  4240.00   4.631    3960.00   5.102    3680.00   5.712    3400.00   6.519
  4235.00   4.638    3955.00   5.112    3675.00   5.725    3395.00   6.536
  4230.00   4.646    3950.00   5.121    3670.00   5.737    3390.00   6.553
  4225.00   4.653    3945.00   5.131    3665.00   5.750    3385.00   6.569
  4220.00   4.661    3940.00   5.140    3660.00   5.763    3380.00   6.586
  4215.00   4.668    3935.00   5.150    3655.00   5.775    3375.00   6.604
  4210.00   4.676    3930.00   5.160    3650.00   5.788    3370.00   6.621
  4205.00   4.683    3925.00   5.170    3645.00   5.801    3365.00   6.638
  4200.00   4.691    3920.00   5.180    3640.00   5.814    3360.00   6.655
  4195.00   4.699    3915.00   5.190    3635.00   5.827    3355.00   6.673
